age,annual_income,credit_score,employment_years,num_late_payments,utilization_rate,num_credit_lines,loan_amount,loan_term_months,debt_to_income,home_ownership,loan_purpose,default
57,60445.35,562,7.3,1,0.3843,7,2891.79,72,0.008,MORTGAGE,HOME_IMPROVEMENT,0
23,36863.3,802,1.6,1,0.5059,3,23539.65,84,0.0912,RENT,DEBT_CONSOLIDATION,0
37,71382.09,628,0.1,2,0.1839,6,10410.56,36,0.0486,MORTGAGE,DEBT_CONSOLIDATION,0
34,67406.47,669,3.3,1,0.299,2,18645.99,72,0.0461,RENT,MEDICAL,0
33,96781.3,850,9.8,0,0.1901,4,3956.91,48,0.0102,RENT,DEBT_CONSOLIDATION,0
30,90741.81,630,7.9,2,0.283,5,12080.17,48,0.0333,MORTGAGE,EDUCATION,0
61,56691.91,657,1.7,2,0.2833,7,4715.43,36,0.0277,MORTGAGE,DEBT_CONSOLIDATION,0
38,47285.38,698,0.6,1,0.6682,2,3780.03,12,0.0799,MORTGAGE,BUSINESS,0
39,59926.37,551,16.8,0,0.1081,9,8181.91,60,0.0273,RENT,BUSINESS,0
38,71801.05,542,2.1,2,0.282,16,8377.62,12,0.1167,RENT,EDUCATION,1
64,76257.97,641,1.3,1,0.2736,9,32216.28,72,0.0704,MORTGAGE,HOME_IMPROVEMENT,1
36,69612.96,644,7.4,1,0.0417,13,21676.27,60,0.0623,MORTGAGE,DEBT_CONSOLIDATION,0
36,57217.73,690,4.6,0,0.1529,17,19440.25,84,0.0485,RENT,DEBT_CONSOLIDATION,0
36,98558.79,601,8.1,2,0.1408,16,9815.07,72,0.0166,RENT,MEDICAL,0
36,42738.23,714,0.9,1,0.3917,2,11357.22,36,0.0886,MORTGAGE,BUSINESS,1
25,206840.19,507,9.0,0,0.4022,11,10473.94,12,0.0506,RENT,DEBT_CONSOLIDATION,0
47,87687.55,674,2.6,2,0.0905,1,11561.78,72,0.022,MORTGAGE,HOME_IMPROVEMENT,0
23,34072.89,708,0.3,2,0.4908,8,11892.23,24,0.1745,OWN,DEBT_CONSOLIDATION,0
31,65684.26,706,4.0,1,0.356,13,50901.5,24,0.3875,RENT,EDUCATION,1
30,88110.04,666,1.0,1,0.3285,10,15431.76,60,0.035,RENT,DEBT_CONSOLIDATION,0
34,50277.63,627,5.0,0,0.341,13,10668.85,84,0.0303,MORTGAGE,EDUCATION,0
54,28351.29,664,4.6,0,0.2761,7,11048.91,24,0.1949,OWN,BUSINESS,0
47,35613.07,778,11.0,2,0.1787,6,12828.08,72,0.06,RENT,DEBT_CONSOLIDATION,0
64,78515.12,632,22.5,0,0.4383,7,21401.72,84,0.0389,MORTGAGE,DEBT_CONSOLIDATION,0
37,24901.71,758,4.2,2,0.7143,13,5093.25,72,0.0341,RENT,MEDICAL,0
61,29008.02,770,0.6,0,0.1102,16,8399.77,12,0.2896,MORTGAGE,EDUCATION,0
23,78308.97,541,3.3,1,0.39,13,11660.63,48,0.0372,MORTGAGE,DEBT_CONSOLIDATION,1
43,53568.98,669,2.4,3,0.1188,1,24225.42,24,0.2261,MORTGAGE,HOME_IMPROVEMENT,0
56,42281.71,601,3.3,1,0.3039,8,8807.61,84,0.0298,RENT,DEBT_CONSOLIDATION,1
44,46753.01,559,1.6,3,0.4672,10,8168.15,24,0.0874,OWN,HOME_IMPROVEMENT,0
62,28698.3,743,6.2,1,0.5372,12,10580.99,48,0.0922,MORTGAGE,HOME_IMPROVEMENT,0
35,76284.63,717,8.7,1,0.1254,5,23789.94,84,0.0446,MORTGAGE,DEBT_CONSOLIDATION,0
23,40003.74,701,4.0,4,0.491,11,54304.38,84,0.1939,MORTGAGE,MEDICAL,0
55,45803.87,593,0.4,1,0.3808,3,4487.94,84,0.014,MORTGAGE,HOME_IMPROVEMENT,0
24,71210.29,696,7.4,0,0.2716,12,16223.81,36,0.0759,RENT,DEBT_CONSOLIDATION,0
54,52663.94,575,6.9,1,0.4265,11,17165.24,36,0.1086,RENT,DEBT_CONSOLIDATION,0
53,42094.54,686,2.0,0,0.117,15,7906.95,60,0.0376,MORTGAGE,BUSINESS,0
58,22143.09,627,8.0,0,0.3094,8,5185.09,48,0.0585,RENT,DEBT_CONSOLIDATION,0
42,71949.01,764,6.5,1,0.5289,17,5036.77,36,0.0233,RENT,EDUCATION,0
60,62286.28,650,0.5,1,0.2916,5,9252.94,72,0.0248,RENT,DEBT_CONSOLIDATION,0
29,46226.4,698,4.0,1,0.1924,12,13839.14,36,0.0998,MORTGAGE,HOME_IMPROVEMENT,0
40,35642.73,698,1.9,5,0.157,5,9302.48,24,0.1305,RENT,BUSINESS,1
27,60257.43,673,7.5,0,0.2292,1,13541.37,84,0.0321,OWN,DEBT_CONSOLIDATION,0
54,76132.91,688,23.7,1,0.3403,1,19792.02,60,0.052,RENT,DEBT_CONSOLIDATION,0
52,62873.46,704,5.0,2,0.2364,17,9627.63,24,0.0766,RENT,MEDICAL,1
56,135812.8,608,3.0,0,0.2666,9,6788.41,84,0.0071,MORTGAGE,HOME_IMPROVEMENT,0
54,85168.53,712,1.7,0,0.1689,11,44418.47,60,0.1043,RENT,DEBT_CONSOLIDATION,1
35,56747.02,749,0.5,2,0.041,16,13041.41,48,0.0575,OWN,DEBT_CONSOLIDATION,0
24,86607.3,711,10.9,1,0.5182,5,9672.27,36,0.0372,MORTGAGE,BUSINESS,1
61,61348.82,651,3.3,2,0.3754,5,21661.65,36,0.1177,RENT,DEBT_CONSOLIDATION,1
43,61242.48,693,2.9,3,0.3248,1,34333.63,48,0.1402,MORTGAGE,HOME_IMPROVEMENT,0
26,114483.03,650,13.0,1,0.1523,15,13116.38,84,0.0164,RENT,DEBT_CONSOLIDATION,0
61,38214.53,670,6.5,2,0.2953,10,13886.27,48,0.0908,OWN,EDUCATION,0
64,60576.05,584,1.0,0,0.4872,17,9138.35,84,0.0216,RENT,BUSINESS,1
41,108537.93,790,1.8,2,0.1448,5,6568.65,60,0.0121,RENT,BUSINESS,0
55,69877.24,834,14.3,2,0.4108,12,17477.05,36,0.0834,RENT,HOME_IMPROVEMENT,0
23,49785.22,623,8.8,3,0.1387,16,10416.95,72,0.0349,RENT,HOME_IMPROVEMENT,0
26,25512.41,742,5.7,1,0.2708,11,7392.74,36,0.0966,MORTGAGE,BUSINESS,0
33,20000.0,796,1.8,2,0.2127,8,24071.19,36,0.4012,MORTGAGE,HOME_IMPROVEMENT,0
50,169073.8,603,1.1,1,0.373,2,17143.69,36,0.0338,OWN,DEBT_CONSOLIDATION,0
27,69860.52,507,0.2,3,0.3106,15,3506.55,72,0.0084,RENT,BUSINESS,0
23,44710.49,801,4.4,1,0.4406,8,25972.37,84,0.083,MORTGAGE,EDUCATION,0
50,71305.48,679,2.9,1,0.4278,11,28597.48,60,0.0802,RENT,DEBT_CONSOLIDATION,0
55,37278.16,638,1.4,1,0.2052,13,6427.91,60,0.0345,RENT,BUSINESS,0
53,50736.42,683,10.8,0,0.4949,9,19164.39,24,0.1889,RENT,HOME_IMPROVEMENT,1
56,37403.88,650,1.8,1,0.1498,2,18128.16,24,0.2423,RENT,DEBT_CONSOLIDATION,1
56,29535.94,850,6.7,0,0.4503,10,10799.78,24,0.1828,RENT,DEBT_CONSOLIDATION,0
47,20900.06,637,2.3,2,0.1949,10,12301.08,36,0.1962,MORTGAGE,HOME_IMPROVEMENT,0
44,26934.72,706,0.8,0,0.2799,6,5642.43,60,0.0419,RENT,DEBT_CONSOLIDATION,0
58,99772.1,783,0.5,2,0.0777,4,9438.25,84,0.0135,MORTGAGE,EDUCATION,0
36,36554.48,782,5.5,0,0.1647,15,4629.19,48,0.0317,MORTGAGE,MEDICAL,0
26,78232.94,767,2.4,0,0.4087,12,11180.45,48,0.0357,MORTGAGE,EDUCATION,0
54,96599.0,645,8.6,0,0.3604,6,10523.87,48,0.0272,MORTGAGE,HOME_IMPROVEMENT,0
33,60372.55,667,6.3,1,0.0897,3,11776.98,36,0.065,MORTGAGE,DEBT_CONSOLIDATION,0
64,51571.08,506,1.7,1,0.2594,6,11745.59,12,0.2278,RENT,EDUCATION,1
39,63991.88,674,0.2,0,0.1917,9,7283.26,36,0.0379,RENT,BUSINESS,1
58,48615.12,682,0.0,3,0.3011,1,12581.09,84,0.037,RENT,MEDICAL,0
23,109311.25,739,2.3,1,0.4314,15,53306.97,60,0.0975,OWN,DEBT_CONSOLIDATION,0
50,153011.28,823,1.9,1,0.3881,8,2819.1,84,0.0026,MORTGAGE,DEBT_CONSOLIDATION,0
41,123612.37,736,8.8,1,0.2524,6,11789.12,72,0.0159,RENT,EDUCATION,0
41,20418.94,765,0.3,0,0.3858,10,12781.9,72,0.1043,OWN,EDUCATION,0
33,48121.61,678,5.4,1,0.1177,7,14482.34,12,0.301,OWN,EDUCATION,0
63,59998.78,782,4.4,3,0.5542,17,6028.72,84,0.0144,OWN,DEBT_CONSOLIDATION,1
38,75472.9,680,16.2,2,0.1122,7,42390.62,84,0.0802,RENT,HOME_IMPROVEMENT,0
58,25243.97,771,1.2,0,0.7359,4,2129.87,60,0.0169,RENT,MEDICAL,0
40,25041.21,744,2.2,0,0.085,17,25720.34,12,1.0,RENT,DEBT_CONSOLIDATION,0
24,115081.39,711,3.8,0,0.14,7,15423.25,12,0.134,RENT,HOME_IMPROVEMENT,0
59,45271.83,556,0.8,0,0.2446,13,28269.22,12,0.6244,MORTGAGE,DEBT_CONSOLIDATION,1
29,28461.19,767,3.1,2,0.2926,11,7410.16,60,0.0521,RENT,MEDICAL,0
33,34481.55,710,13.5,1,0.29,14,11786.04,36,0.1139,RENT,EDUCATION,0
59,72782.97,736,5.2,1,0.6181,15,18857.59,48,0.0648,RENT,DEBT_CONSOLIDATION,0
60,39684.9,705,4.5,0,0.4657,13,8884.43,24,0.1119,MORTGAGE,MEDICAL,0
61,67562.8,718,25.9,0,0.4364,7,20260.44,36,0.1,MORTGAGE,BUSINESS,0
40,36703.83,784,1.3,2,0.4944,3,12986.73,36,0.1179,MORTGAGE,EDUCATION,0
54,25031.74,642,0.0,1,0.577,14,6059.1,84,0.0346,RENT,EDUCATION,0
36,122050.49,717,5.2,1,0.106,5,5062.04,12,0.0415,MORTGAGE,DEBT_CONSOLIDATION,0
53,73064.29,617,4.9,1,0.4583,10,14270.88,84,0.0279,RENT,DEBT_CONSOLIDATION,0
43,50671.79,726,12.8,0,0.0566,13,17687.65,48,0.0873,OWN,DEBT_CONSOLIDATION,0
24,46134.63,700,1.4,1,0.487,12,5734.58,24,0.0622,MORTGAGE,EDUCATION,0
39,124548.46,629,4.8,0,0.3097,10,3728.66,72,0.005,RENT,DEBT_CONSOLIDATION,0
42,80480.08,687,6.6,2,0.156,2,55377.34,12,0.6881,MORTGAGE,HOME_IMPROVEMENT,1
33,106234.75,634,0.3,0,0.3637,9,21800.04,12,0.2052,RENT,DEBT_CONSOLIDATION,0
38,44719.0,649,6.5,1,0.0937,13,9927.09,36,0.074,MORTGAGE,DEBT_CONSOLIDATION,0
43,61410.33,708,3.1,1,0.1851,4,28837.52,48,0.1174,RENT,EDUCATION,0
24,73210.89,701,7.4,2,0.5853,12,60000.0,48,0.2049,RENT,DEBT_CONSOLIDATION,1
28,45477.16,526,2.6,2,0.4346,5,20061.18,48,0.1103,MORTGAGE,DEBT_CONSOLIDATION,1
54,57081.42,709,2.1,1,0.1788,11,12698.3,24,0.1112,MORTGAGE,HOME_IMPROVEMENT,0
37,44720.84,655,11.4,3,0.0472,3,17609.86,60,0.0788,RENT,MEDICAL,1
48,73096.05,646,1.7,0,0.2332,5,25637.98,60,0.0701,RENT,EDUCATION,1
46,30924.47,589,0.8,1,0.2028,13,16717.63,24,0.2703,MORTGAGE,HOME_IMPROVEMENT,1
45,79696.82,676,0.1,1,0.2124,6,11645.22,24,0.0731,RENT,MEDICAL,0
39,69937.45,638,0.8,3,0.4165,7,5019.97,36,0.0239,RENT,DEBT_CONSOLIDATION,0
42,54086.82,781,21.4,1,0.4868,10,22269.2,36,0.1372,RENT,HOME_IMPROVEMENT,0
57,74963.65,540,2.8,0,0.1664,15,13133.33,48,0.0438,RENT,EDUCATION,1
63,49887.7,602,3.5,0,0.0856,17,10735.64,72,0.0359,RENT,DEBT_CONSOLIDATION,1
33,42827.45,597,5.9,0,0.5151,13,17295.74,48,0.101,RENT,DEBT_CONSOLIDATION,1
50,78579.26,700,2.5,3,0.5429,7,9646.57,24,0.0614,MORTGAGE,BUSINESS,0
63,80298.56,773,8.9,1,0.4356,4,28928.63,72,0.06,RENT,DEBT_CONSOLIDATION,0
22,46460.83,720,8.6,2,0.4627,8,9773.56,36,0.0701,OWN,EDUCATION,0
55,44510.21,592,1.1,2,0.2716,4,7291.06,24,0.0819,OWN,BUSINESS,0
43,54639.55,645,0.3,0,0.2066,3,15664.52,12,0.2867,RENT,EDUCATION,0
63,45433.14,615,0.3,2,0.1636,8,14984.76,84,0.0471,RENT,DEBT_CONSOLIDATION,1
46,128355.57,720,7.4,0,0.0349,12,9427.24,12,0.0734,RENT,MEDICAL,0
58,70139.25,644,4.7,0,0.3496,7,22120.94,84,0.0451,OWN,DEBT_CONSOLIDATION,0
29,60312.83,566,7.4,0,0.1867,14,33206.84,12,0.5506,RENT,DEBT_CONSOLIDATION,0
28,37557.84,726,2.8,1,0.097,5,24079.73,48,0.1603,MORTGAGE,BUSINESS,0
61,86638.08,781,3.8,0,0.3457,10,29795.38,60,0.0688,RENT,EDUCATION,0
44,44099.23,665,8.0,1,0.3254,10,3671.72,24,0.0416,RENT,HOME_IMPROVEMENT,0
46,43201.32,689,4.9,1,0.4018,7,4232.68,24,0.049,RENT,DEBT_CONSOLIDATION,0
29,88107.01,559,5.8,0,0.3721,9,17861.6,24,0.1014,OWN,HOME_IMPROVEMENT,0
31,72668.36,515,0.7,2,0.0334,12,9392.81,72,0.0215,MORTGAGE,EDUCATION,1
57,20000.0,532,1.6,1,0.301,1,19017.93,72,0.1585,MORTGAGE,DEBT_CONSOLIDATION,1
35,55332.44,676,0.3,2,0.4375,10,44257.28,84,0.1143,MORTGAGE,DEBT_CONSOLIDATION,0
47,63752.25,655,0.7,1,0.1923,6,11894.34,48,0.0466,RENT,DEBT_CONSOLIDATION,0
35,50523.91,723,2.0,2,0.3901,13,23992.9,36,0.1583,RENT,HOME_IMPROVEMENT,1
33,64872.68,664,2.2,0,0.3935,8,4485.93,24,0.0346,OWN,DEBT_CONSOLIDATION,0
29,24225.38,759,0.5,1,0.2755,13,18812.96,72,0.1294,MORTGAGE,MEDICAL,0
61,20000.0,749,6.7,3,0.2446,5,7420.27,60,0.0742,RENT,DEBT_CONSOLIDATION,0
62,36763.69,654,3.1,3,0.3579,6,25307.61,84,0.0983,RENT,DEBT_CONSOLIDATION,1
26,68949.08,599,9.5,3,0.3137,2,29464.63,72,0.0712,RENT,DEBT_CONSOLIDATION,0
37,20000.0,526,2.0,0,0.3147,7,24953.21,36,0.4159,RENT,MEDICAL,1
46,39270.42,794,5.2,2,0.5441,6,17650.18,72,0.0749,RENT,DEBT_CONSOLIDATION,0
38,22893.76,604,0.5,0,0.1043,13,30998.7,24,0.677,MORTGAGE,MEDICAL,0
53,53033.97,560,0.5,0,0.1628,1,12085.01,24,0.1139,RENT,DEBT_CONSOLIDATION,1
33,159364.55,690,2.6,0,0.4282,14,24039.52,48,0.0377,RENT,BUSINESS,1
24,53713.09,560,6.8,1,0.177,8,14890.37,84,0.0396,MORTGAGE,HOME_IMPROVEMENT,0
36,56740.79,690,10.3,1,0.4507,8,33991.51,24,0.2995,MORTGAGE,HOME_IMPROVEMENT,1
47,91091.11,653,10.5,0,0.1899,15,4972.62,24,0.0273,OWN,DEBT_CONSOLIDATION,0
29,60515.41,753,0.3,1,0.4906,15,16417.9,60,0.0543,RENT,EDUCATION,0
57,53771.78,746,2.7,3,0.024,6,14002.51,60,0.0521,RENT,DEBT_CONSOLIDATION,0
22,95160.76,768,2.1,0,0.2003,4,17748.42,48,0.0466,OWN,EDUCATION,0
24,75806.82,696,9.7,2,0.2242,2,18238.26,72,0.0401,MORTGAGE,DEBT_CONSOLIDATION,0
43,69169.33,611,7.1,1,0.246,11,7369.02,12,0.1065,OWN,HOME_IMPROVEMENT,0
44,55860.34,597,6.4,1,0.1487,4,8344.67,72,0.0249,MORTGAGE,MEDICAL,0
34,50360.76,637,11.0,1,0.4015,3,26312.95,72,0.0871,MORTGAGE,MEDICAL,0
33,94711.0,839,2.5,3,0.2083,16,37542.89,12,0.3964,RENT,BUSINESS,0
25,50603.13,660,4.2,2,0.089,13,7297.37,48,0.0361,OWN,DEBT_CONSOLIDATION,0
50,110816.0,692,1.1,0,0.4538,6,6415.25,36,0.0193,MORTGAGE,MEDICAL,0
38,35469.44,801,12.1,0,0.4298,2,60000.0,36,0.5639,MORTGAGE,DEBT_CONSOLIDATION,0
27,122625.71,700,4.5,2,0.3063,10,16510.58,48,0.0337,RENT,DEBT_CONSOLIDATION,0
39,75812.62,620,1.7,3,0.2717,3,10342.8,60,0.0273,MORTGAGE,MEDICAL,0
62,36891.36,738,11.0,1,0.1908,14,8385.97,36,0.0758,MORTGAGE,BUSINESS,0
33,77225.83,645,1.1,1,0.1239,16,22349.62,36,0.0965,RENT,DEBT_CONSOLIDATION,0
60,43254.15,703,0.3,4,0.1389,4,9769.07,60,0.0452,OWN,DEBT_CONSOLIDATION,0
33,60883.29,720,9.1,1,0.1301,6,13213.23,48,0.0543,OWN,EDUCATION,0
29,46942.86,640,1.6,0,0.2623,12,60000.0,60,0.2556,MORTGAGE,HOME_IMPROVEMENT,0
33,56024.47,694,2.4,3,0.2824,13,17018.46,84,0.0434,RENT,DEBT_CONSOLIDATION,0
35,95866.84,808,1.2,1,0.1108,16,4620.58,36,0.0161,RENT,DEBT_CONSOLIDATION,0
27,77594.81,629,7.5,3,0.1551,7,13966.85,84,0.0257,MORTGAGE,DEBT_CONSOLIDATION,0
47,34109.03,785,2.4,1,0.0106,8,30128.94,60,0.1767,MORTGAGE,DEBT_CONSOLIDATION,0
36,35099.84,632,11.0,1,0.2959,12,10065.28,84,0.041,RENT,HOME_IMPROVEMENT,0
52,68554.74,824,6.0,0,0.1031,15,39432.9,36,0.1917,MORTGAGE,BUSINESS,0
43,71082.29,611,2.1,2,0.3156,11,5776.77,12,0.0813,RENT,HOME_IMPROVEMENT,1
41,42735.17,648,5.9,1,0.3175,8,60000.0,60,0.2808,MORTGAGE,HOME_IMPROVEMENT,0
42,132674.99,800,5.6,0,0.3017,5,23431.8,48,0.0442,OWN,DEBT_CONSOLIDATION,0
28,89926.46,804,2.5,0,0.3836,14,46840.38,12,0.5209,MORTGAGE,HOME_IMPROVEMENT,0
52,43792.24,745,2.4,0,0.0715,8,16000.04,24,0.1827,RENT,MEDICAL,0
26,41725.69,593,4.6,0,0.203,2,8332.64,24,0.0999,MORTGAGE,EDUCATION,0
53,53428.17,686,0.7,0,0.3161,2,3659.36,12,0.0685,RENT,HOME_IMPROVEMENT,0
64,50719.86,680,27.8,1,0.1155,12,6649.08,84,0.0187,RENT,DEBT_CONSOLIDATION,0
54,112204.54,611,1.1,2,0.057,7,3437.94,36,0.0102,MORTGAGE,HOME_IMPROVEMENT,1
41,97954.81,735,2.0,3,0.0932,16,14775.22,48,0.0377,MORTGAGE,HOME_IMPROVEMENT,0
35,60933.28,617,4.3,1,0.0923,15,13880.99,36,0.0759,RENT,HOME_IMPROVEMENT,0
59,84031.99,576,2.1,1,0.1243,2,50556.8,60,0.1203,MORTGAGE,HOME_IMPROVEMENT,0
33,90353.73,550,1.7,0,0.1577,12,16434.17,12,0.1819,MORTGAGE,EDUCATION,0
42,61643.95,816,0.2,1,0.1954,11,23503.75,24,0.1906,MORTGAGE,DEBT_CONSOLIDATION,0
55,73226.26,639,24.7,0,0.2272,17,7385.68,72,0.0168,RENT,HOME_IMPROVEMENT,0
61,80587.09,640,4.1,3,0.1391,16,34566.69,60,0.0858,MORTGAGE,EDUCATION,0
61,76404.96,597,7.8,1,0.3307,12,12437.64,72,0.0271,RENT,BUSINESS,1
25,40562.45,789,1.7,0,0.167,14,9842.55,72,0.0404,OWN,MEDICAL,0
60,42665.47,569,1.1,0,0.2726,4,5130.88,72,0.02,MORTGAGE,MEDICAL,0
26,51828.87,583,7.2,2,0.3318,14,9759.4,12,0.1883,MORTGAGE,DEBT_CONSOLIDATION,0
47,42052.24,654,4.3,0,0.3834,10,4126.75,48,0.0245,MORTGAGE,DEBT_CONSOLIDATION,0
61,28665.5,678,5.2,2,0.3096,15,6153.82,60,0.0429,RENT,HOME_IMPROVEMENT,0
50,83949.94,732,10.5,0,0.4067,2,19912.39,36,0.0791,MORTGAGE,BUSINESS,0
62,71196.86,625,8.9,2,0.0666,4,12920.49,48,0.0454,OWN,DEBT_CONSOLIDATION,0
36,30647.82,803,1.1,2,0.1596,13,15546.74,24,0.2536,RENT,MEDICAL,0
35,53079.27,626,0.2,1,0.1922,8,9482.69,48,0.0447,RENT,EDUCATION,1
36,54603.71,599,0.6,1,0.3706,9,24826.2,36,0.1516,RENT,HOME_IMPROVEMENT,1
37,65576.47,591,11.6,0,0.2403,1,7274.41,36,0.037,MORTGAGE,DEBT_CONSOLIDATION,0
51,34858.03,618,0.7,1,0.3194,4,11208.89,84,0.0459,OWN,MEDICAL,0
41,30424.48,586,1.9,1,0.2127,12,8373.62,12,0.2752,OWN,EDUCATION,1
53,77641.88,740,3.1,3,0.3307,6,8982.56,60,0.0231,MORTGAGE,DEBT_CONSOLIDATION,1
39,27806.33,599,6.1,1,0.4687,11,10371.23,24,0.1865,MORTGAGE,DEBT_CONSOLIDATION,0
35,53298.76,669,1.4,3,0.1535,5,12770.19,72,0.0399,MORTGAGE,DEBT_CONSOLIDATION,0
30,50866.58,597,12.4,2,0.3007,14,20232.11,48,0.0994,MORTGAGE,DEBT_CONSOLIDATION,0
45,56294.82,586,3.0,1,0.1938,13,8521.12,12,0.1514,RENT,DEBT_CONSOLIDATION,0
60,67938.54,768,17.8,0,0.4782,15,17453.45,36,0.0856,MORTGAGE,EDUCATION,1
58,133157.15,808,3.8,1,0.2942,15,14413.74,72,0.018,MORTGAGE,MEDICAL,0
32,26910.02,781,7.1,1,0.2225,8,6338.87,72,0.0393,RENT,HOME_IMPROVEMENT,0
42,92808.25,562,3.6,1,0.2461,4,22366.25,24,0.1205,MORTGAGE,MEDICAL,1
52,20000.0,573,1.0,1,0.0806,13,18483.2,84,0.132,RENT,HOME_IMPROVEMENT,0
48,120193.18,838,7.5,3,0.0854,14,19284.71,48,0.0401,MORTGAGE,DEBT_CONSOLIDATION,0
24,21559.36,659,1.1,4,0.4412,1,11168.66,60,0.1036,MORTGAGE,EDUCATION,1
47,202439.7,570,20.6,1,0.278,1,25724.93,48,0.0318,RENT,DEBT_CONSOLIDATION,0
23,49272.24,766,0.0,0,0.2096,9,26356.07,84,0.0764,MORTGAGE,EDUCATION,0
27,114141.2,685,19.3,2,0.0706,1,3429.53,72,0.005,RENT,BUSINESS,0
50,102958.16,725,0.3,1,0.0329,8,28722.29,24,0.1395,MORTGAGE,DEBT_CONSOLIDATION,0
26,48134.55,500,5.5,2,0.2224,15,9094.65,60,0.0378,MORTGAGE,DEBT_CONSOLIDATION,1
36,50017.36,653,4.0,1,0.053,4,3687.34,48,0.0184,RENT,HOME_IMPROVEMENT,0
47,39396.04,755,26.4,4,0.4757,6,33840.24,84,0.1227,RENT,BUSINESS,0
50,88759.44,628,11.1,1,0.1805,3,5120.32,84,0.0082,RENT,EDUCATION,1
41,48448.95,778,0.5,1,0.0336,13,10561.06,48,0.0545,MORTGAGE,HOME_IMPROVEMENT,0
26,39755.69,574,3.2,0,0.144,17,13846.48,36,0.1161,OWN,EDUCATION,1
56,78326.24,670,9.2,1,0.2747,6,5723.62,84,0.0104,OWN,MEDICAL,0
62,38231.37,811,11.8,4,0.2413,14,27587.16,12,0.7216,RENT,MEDICAL,1
60,50792.75,587,0.7,3,0.25,1,14288.69,84,0.0402,MORTGAGE,DEBT_CONSOLIDATION,0
54,63167.99,701,3.6,0,0.2604,15,30693.92,36,0.162,RENT,BUSINESS,1
39,43424.77,726,1.8,1,0.4087,8,6859.66,72,0.0263,RENT,EDUCATION,0
59,46827.49,687,6.0,2,0.5206,13,13597.13,36,0.0968,OWN,MEDICAL,1
42,128990.19,659,9.5,0,0.0968,2,7008.11,84,0.0078,RENT,DEBT_CONSOLIDATION,0
27,54061.76,609,3.2,0,0.0775,8,7746.87,24,0.0716,MORTGAGE,DEBT_CONSOLIDATION,0
58,50020.42,695,0.3,0,0.1797,16,5911.59,84,0.0169,OWN,BUSINESS,0
35,54854.39,671,4.1,0,0.5757,2,27528.12,24,0.2509,MORTGAGE,DEBT_CONSOLIDATION,0
62,75148.96,565,3.1,0,0.2862,1,11746.52,36,0.0521,RENT,DEBT_CONSOLIDATION,0
37,35705.79,767,1.3,1,0.3709,1,7005.03,84,0.028,MORTGAGE,DEBT_CONSOLIDATION,0
59,74132.38,607,4.4,1,0.1535,12,11970.18,36,0.0538,RENT,MEDICAL,0
45,68044.02,567,3.7,0,0.3666,16,36441.46,36,0.1785,RENT,HOME_IMPROVEMENT,0
42,24481.48,632,9.3,3,0.2393,14,12404.77,60,0.1013,MORTGAGE,EDUCATION,1
34,146844.25,608,6.6,0,0.4958,2,27408.06,24,0.0933,RENT,DEBT_CONSOLIDATION,0
57,124294.22,659,1.1,0,0.237,9,10756.37,36,0.0288,OWN,BUSINESS,0
24,40123.54,580,2.7,0,0.1823,5,24971.64,72,0.1037,OWN,DEBT_CONSOLIDATION,0
42,34159.18,715,2.3,1,0.0986,17,10587.53,60,0.062,MORTGAGE,DEBT_CONSOLIDATION,0
37,67105.8,790,6.0,1,0.2143,9,9323.56,48,0.0347,RENT,DEBT_CONSOLIDATION,0
45,29350.6,688,0.5,1,0.5106,16,7683.09,72,0.0436,RENT,DEBT_CONSOLIDATION,0
32,118437.6,564,10.2,4,0.4942,7,23707.86,84,0.0286,MORTGAGE,EDUCATION,1
50,47371.36,606,1.9,4,0.2744,7,29034.23,48,0.1532,RENT,DEBT_CONSOLIDATION,1
38,134713.21,697,8.3,1,0.3052,7,6707.86,48,0.0124,RENT,DEBT_CONSOLIDATION,1
30,39648.1,522,8.0,0,0.1283,2,22771.02,84,0.082,OWN,MEDICAL,0
30,56607.62,581,5.8,1,0.0465,16,4852.68,72,0.0143,MORTGAGE,DEBT_CONSOLIDATION,0
51,112826.48,548,4.2,1,0.3278,4,11546.42,60,0.0205,OWN,DEBT_CONSOLIDATION,1
33,50938.8,689,4.4,0,0.6296,8,17052.79,48,0.0837,RENT,DEBT_CONSOLIDATION,0
35,68599.87,850,3.6,1,0.4676,13,6694.18,36,0.0325,OWN,BUSINESS,0
48,103396.81,579,4.1,1,0.1057,5,21013.66,60,0.0406,MORTGAGE,DEBT_CONSOLIDATION,0
36,45341.42,745,14.5,2,0.2997,2,13588.24,12,0.2997,MORTGAGE,DEBT_CONSOLIDATION,0
38,31860.76,634,1.8,3,0.4263,7,11618.42,48,0.0912,RENT,HOME_IMPROVEMENT,1
32,28872.5,574,1.8,0,0.4363,1,6250.61,84,0.0309,OWN,HOME_IMPROVEMENT,0
36,80154.91,805,4.5,1,0.5897,2,4788.76,36,0.0199,OWN,DEBT_CONSOLIDATION,0
51,72721.27,850,3.2,2,0.4744,5,17712.64,48,0.0609,MORTGAGE,DEBT_CONSOLIDATION,1
44,101806.74,712,1.8,1,0.3164,5,11206.29,72,0.0183,MORTGAGE,EDUCATION,0
64,52207.3,709,11.0,1,0.458,6,5828.85,12,0.1116,MORTGAGE,DEBT_CONSOLIDATION,0
55,29279.16,684,0.7,2,0.2477,4,9782.99,84,0.0477,RENT,HOME_IMPROVEMENT,0
